날짜,시간,요일,기온,강수량,적설,시정,시도,시군구,업종,주문건수
02-12,21,수요일,8.0,1.0,0.0,379,경기도,안산시 상록구,음식,77
02-12,22,수요일,7.6,0.0,0.0,198,경기도,안산시 상록구,음식,54
02-12,23,수요일,7.4,0.0,0.0,137,경기도,안산시 상록구,음식,33
02-13,0,목요일,7.5,0.6,0.0,348,경기도,안산시 상록구,음식,17
02-13,1,목요일,7.1,0.0,0.0,213,경기도,안산시 상록구,음식,12
02-13,2,목요일,6.4,0.0,0.0,161,경기도,안산시 상록구,음식,20
02-13,10,목요일,5.5,0.0,0.0,180,경기도,안산시 상록구,음식,6
02-13,11,목요일,5.7,0.0,0.0,210,경기도,안산시 상록구,음식,31
02-13,12,목요일,6.5,0.0,0.0,246,경기도,안산시 상록구,음식,35
02-13,13,목요일,6.8,0.0,0.0,220,경기도,안산시 상록구,음식,33
02-13,14,목요일,7.0,0.0,0.0,330,경기도,안산시 상록구,음식,26
02-13,15,목요일,7.0,0.0,0.0,350,경기도,안산시 상록구,음식,23
02-13,16,목요일,7.3,0.0,0.0,420,경기도,안산시 상록구,음식,21
02-13,17,목요일,7.3,0.0,0.0,500,경기도,안산시 상록구,음식,58
02-13,18,목요일,7.2,0.0,0.0,950,경기도,안산시 상록구,음식,65
02-13,19,목요일,6.8,0.0,0.0,450,경기도,안산시 상록구,음식,87
02-13,20,목요일,6.7,0.0,0.0,695,경기도,안산시 상록구,음식,75
02-13,21,목요일,5.4,0.0,0.0,510,경기도,안산시 상록구,음식,53
02-13,22,목요일,5.2,0.0,0.0,559,경기도,안산시 상록구,음식,45
02-13,23,목요일,4.7,0.0,0.0,431,경기도,안산시 상록구,음식,37
02-14,0,금요일,3.6,0.0,0.0,323,경기도,안산시 상록구,음식,12
02-14,1,금요일,3.6,0.0,0.0,344,경기도,안산시 상록구,음식,8
02-14,2,금요일,3.0,0.0,0.0,324,경기도,안산시 상록구,음식,19
02-14,10,금요일,5.9,0.0,0.0,387,경기도,안산시 상록구,음식,1
02-14,11,금요일,7.2,0.0,0.0,466,경기도,안산시 상록구,음식,27
02-14,12,금요일,9.0,0.0,0.0,559,경기도,안산시 상록구,음식,38
02-14,13,금요일,10.6,0.0,0.0,712,경기도,안산시 상록구,음식,27
02-14,14,금요일,12.0,0.0,0.0,725,경기도,안산시 상록구,음식,22
02-14,15,금요일,12.7,0.0,0.0,820,경기도,안산시 상록구,음식,18
02-14,16,금요일,13.0,0.0,0.0,851,경기도,안산시 상록구,음식,20
02-14,17,금요일,13.1,0.0,0.0,649,경기도,안산시 상록구,음식,31
02-14,18,금요일,11.2,0.0,0.0,616,경기도,안산시 상록구,음식,82
02-14,19,금요일,9.4,0.0,0.0,470,경기도,안산시 상록구,음식,90
02-14,20,금요일,7.8,0.0,0.0,586,경기도,안산시 상록구,음식,76
02-14,21,금요일,6.4,0.0,0.0,474,경기도,안산시 상록구,음식,83
02-14,22,금요일,5.5,0.0,0.0,403,경기도,안산시 상록구,음식,71
02-14,23,금요일,5.0,0.0,0.0,295,경기도,안산시 상록구,음식,38
02-15,0,토요일,3.6,0.0,0.0,204,경기도,안산시 상록구,음식,22
02-15,1,토요일,4.3,0.0,0.0,209,경기도,안산시 상록구,음식,14
02-15,2,토요일,4.6,0.0,0.0,357,경기도,안산시 상록구,음식,16
02-15,10,토요일,10.7,0.0,0.0,825,경기도,안산시 상록구,음식,10
02-15,11,토요일,12.7,0.0,0.0,1008,경기도,안산시 상록구,음식,33
02-15,12,토요일,14.2,0.0,0.0,1101,경기도,안산시 상록구,음식,58
02-15,13,토요일,15.1,0.0,0.0,1171,경기도,안산시 상록구,음식,49
02-15,14,토요일,15.0,0.0,0.0,1070,경기도,안산시 상록구,음식,33
02-15,15,토요일,14.6,0.0,0.0,1041,경기도,안산시 상록구,음식,35
02-15,16,토요일,14.5,0.0,0.0,1010,경기도,안산시 상록구,음식,36
02-15,17,토요일,14.2,0.0,0.0,1235,경기도,안산시 상록구,음식,74
02-15,18,토요일,11.8,0.0,0.0,1263,경기도,안산시 상록구,음식,93
02-15,19,토요일,9.9,0.0,0.0,1752,경기도,안산시 상록구,음식,105
02-15,20,토요일,9.4,0.0,0.0,711,경기도,안산시 상록구,음식,90
02-15,21,토요일,6.8,0.1,0.0,171,경기도,안산시 상록구,음식,104
02-15,22,토요일,7.1,0.0,0.0,168,경기도,안산시 상록구,음식,90
02-15,23,토요일,7.1,0.0,0.0,203,경기도,안산시 상록구,음식,65
02-16,0,일요일,5.0,1.6,0.0,555,경기도,안산시 상록구,음식,41
02-16,1,일요일,4.2,0.0,0.0,765,경기도,안산시 상록구,음식,16
02-16,2,일요일,3.2,0.0,0.0,1596,경기도,안산시 상록구,음식,24
02-16,10,일요일,-0.6,0.0,1.3,494,경기도,안산시 상록구,음식,8
02-16,11,일요일,-0.4,0.0,1.3,1955,경기도,안산시 상록구,음식,33
02-16,12,일요일,-0.5,0.5,1.3,1355,경기도,안산시 상록구,음식,61
02-16,13,일요일,-0.4,0.0,1.2,2208,경기도,안산시 상록구,음식,66
02-16,14,일요일,-1.6,0.0,1.2,398,경기도,안산시 상록구,음식,49
02-16,15,일요일,-1.2,0.4,1.2,1097,경기도,안산시 상록구,음식,43
02-16,16,일요일,-1.5,0.0,1.3,739,경기도,안산시 상록구,음식,58
02-16,17,일요일,-2.1,0.0,1.5,873,경기도,안산시 상록구,음식,69
02-16,18,일요일,-2.0,0.3,1.3,2000,경기도,안산시 상록구,음식,97
02-16,19,일요일,-2.2,0.0,1.1,2000,경기도,안산시 상록구,음식,126
02-16,20,일요일,-3.0,0.0,1.5,729,경기도,안산시 상록구,음식,8
02-16,21,일요일,-3.6,0.0,2.5,1368,경기도,안산시 상록구,음식,1
02-16,22,일요일,-3.3,0.0,2.1,1998,경기도,안산시 상록구,음식,4
02-16,23,일요일,-3.3,0.0,2.0,1980,경기도,안산시 상록구,음식,1
02-17,10,월요일,-5.0,0.0,2.5,1472,경기도,안산시 상록구,음식,11
02-17,11,월요일,-4.7,0.0,2.2,1920,경기도,안산시 상록구,음식,28
02-17,12,월요일,-4.2,0.0,2.0,1092,경기도,안산시 상록구,음식,40
02-17,13,월요일,-4.3,0.0,1.7,1456,경기도,안산시 상록구,음식,42
02-17,14,월요일,-3.6,0.0,1.5,1970,경기도,안산시 상록구,음식,38
02-17,15,월요일,-3.9,0.0,1.3,1994,경기도,안산시 상록구,음식,15
02-17,16,월요일,-3.9,0.0,1.2,1995,경기도,안산시 상록구,음식,25
02-17,17,월요일,-4.6,0.0,0.9,1352,경기도,안산시 상록구,음식,40
02-17,18,월요일,-5.2,0.0,0.7,1750,경기도,안산시 상록구,음식,83
02-17,19,월요일,-5.5,0.0,0.7,1999,경기도,안산시 상록구,음식,91
02-17,20,월요일,-5.7,0.0,0.7,2000,경기도,안산시 상록구,음식,97
02-17,21,월요일,-6.0,0.0,0.7,2000,경기도,안산시 상록구,음식,83
02-17,22,월요일,-6.2,0.0,0.7,2000,경기도,안산시 상록구,음식,45
02-17,23,월요일,-6.4,0.0,0.7,2000,경기도,안산시 상록구,음식,32
02-18,0,화요일,-6.0,0.0,0.7,2000,경기도,안산시 상록구,음식,8
02-18,1,화요일,-6.6,0.0,0.7,2000,경기도,안산시 상록구,음식,10
02-18,2,화요일,-6.2,0.0,0.7,2000,경기도,안산시 상록구,음식,18
02-18,10,화요일,-4.3,0.0,0.7,2000,경기도,안산시 상록구,음식,12
02-18,11,화요일,-3.2,0.0,0.6,2000,경기도,안산시 상록구,음식,36
02-18,12,화요일,-2.2,0.0,0.5,1921,경기도,안산시 상록구,음식,33
02-18,13,화요일,-0.3,0.0,0.4,1959,경기도,안산시 상록구,음식,28
02-18,14,화요일,-0.2,0.0,0.3,1992,경기도,안산시 상록구,음식,23
02-18,15,화요일,0.7,0.0,0.0,1978,경기도,안산시 상록구,음식,18
02-18,16,화요일,1.2,0.0,0.0,2000,경기도,안산시 상록구,음식,28
02-18,17,화요일,0.5,0.0,0.0,1976,경기도,안산시 상록구,음식,40
02-18,18,화요일,-1.0,0.0,0.0,2000,경기도,안산시 상록구,음식,65
02-18,19,화요일,-1.7,0.0,0.0,2000,경기도,안산시 상록구,음식,101
02-18,20,화요일,-2.2,0.0,0.0,2000,경기도,안산시 상록구,음식,51
02-18,21,화요일,-2.4,0.0,0.0,2000,경기도,안산시 상록구,음식,45
02-18,22,화요일,-3.6,0.0,0.0,2000,경기도,안산시 상록구,음식,47
02-18,23,화요일,-3.5,0.0,0.0,2000,경기도,안산시 상록구,음식,28
02-19,0,수요일,-4.3,0.0,0.0,1957,경기도,안산시 상록구,음식,11
02-19,1,수요일,-4.5,0.0,0.0,1996,경기도,안산시 상록구,음식,14
02-19,2,수요일,-4.6,0.0,0.0,1913,경기도,안산시 상록구,음식,17
02-19,10,수요일,0.3,0.0,0.0,1991,경기도,안산시 상록구,음식,15
02-19,11,수요일,1.4,0.0,0.0,2000,경기도,안산시 상록구,음식,32
02-19,12,수요일,2.8,0.0,0.0,2000,경기도,안산시 상록구,음식,58
02-19,13,수요일,4.2,0.0,0.0,1956,경기도,안산시 상록구,음식,44
02-19,14,수요일,4.6,0.0,0.0,2000,경기도,안산시 상록구,음식,31
02-19,15,수요일,5.5,0.0,0.0,2000,경기도,안산시 상록구,음식,25
02-19,16,수요일,6.3,0.0,0.0,1950,경기도,안산시 상록구,음식,22
02-19,17,수요일,5.8,0.0,0.0,1858,경기도,안산시 상록구,음식,44
02-19,18,수요일,5.3,0.0,0.0,1719,경기도,안산시 상록구,음식,101
02-19,19,수요일,4.9,0.0,0.0,1871,경기도,안산시 상록구,음식,90
02-19,20,수요일,3.6,0.0,0.0,1061,경기도,안산시 상록구,음식,65
02-19,21,수요일,1.8,0.0,0.0,1244,경기도,안산시 상록구,음식,55
02-19,22,수요일,1.5,0.0,0.0,1201,경기도,안산시 상록구,음식,44
02-19,23,수요일,1.1,0.0,0.0,971,경기도,안산시 상록구,음식,30
02-20,0,목요일,1.2,0.0,0.0,1277,경기도,안산시 상록구,음식,18
02-20,1,목요일,0.6,0.0,0.0,920,경기도,안산시 상록구,음식,13
02-20,2,목요일,0.9,0.0,0.0,819,경기도,안산시 상록구,음식,21
02-20,10,목요일,5.6,0.0,0.0,663,경기도,안산시 상록구,음식,3
02-20,11,목요일,6.8,0.0,0.0,729,경기도,안산시 상록구,음식,31
02-20,12,목요일,7.9,0.0,0.0,846,경기도,안산시 상록구,음식,43
02-20,13,목요일,9.9,0.0,0.0,1194,경기도,안산시 상록구,음식,31
02-20,14,목요일,10.6,0.0,0.0,1712,경기도,안산시 상록구,음식,30
02-20,15,목요일,11.3,0.0,0.0,1738,경기도,안산시 상록구,음식,26
02-20,16,목요일,10.8,0.0,0.0,1166,경기도,안산시 상록구,음식,24
02-20,17,목요일,9.3,0.0,0.0,1622,경기도,안산시 상록구,음식,31
02-20,18,목요일,7.5,0.0,0.0,1239,경기도,안산시 상록구,음식,97
02-20,19,목요일,5.6,0.0,0.0,1002,경기도,안산시 상록구,음식,106
02-20,20,목요일,5.1,0.0,0.0,854,경기도,안산시 상록구,음식,79
02-20,21,목요일,3.9,0.0,0.0,910,경기도,안산시 상록구,음식,51
02-20,22,목요일,3.0,0.0,0.0,795,경기도,안산시 상록구,음식,34
02-20,23,목요일,2.2,0.0,0.0,642,경기도,안산시 상록구,음식,33
02-21,0,금요일,1.4,0.0,0.0,576,경기도,안산시 상록구,음식,15
02-21,1,금요일,1.1,0.0,0.0,578,경기도,안산시 상록구,음식,17
02-21,2,금요일,1.6,0.0,0.0,867,경기도,안산시 상록구,음식,15
02-21,10,금요일,6.3,0.0,0.0,678,경기도,안산시 상록구,음식,7
02-21,11,금요일,7.7,0.0,0.0,1585,경기도,안산시 상록구,음식,32
02-21,12,금요일,9.0,0.0,0.0,785,경기도,안산시 상록구,음식,41
02-21,13,금요일,11.0,0.0,0.0,1128,경기도,안산시 상록구,음식,50
02-21,14,금요일,11.8,0.0,0.0,1387,경기도,안산시 상록구,음식,38
02-21,15,금요일,11.6,0.0,0.0,1581,경기도,안산시 상록구,음식,20
02-21,16,금요일,11.6,0.0,0.0,1687,경기도,안산시 상록구,음식,23
02-21,17,금요일,11.1,0.0,0.0,1811,경기도,안산시 상록구,음식,47
02-21,18,금요일,10.5,0.0,0.0,1752,경기도,안산시 상록구,음식,101
02-21,19,금요일,10.1,0.0,0.0,1719,경기도,안산시 상록구,음식,114
02-21,20,금요일,9.6,0.0,0.0,1436,경기도,안산시 상록구,음식,106
02-21,21,금요일,7.7,1.1,0.0,957,경기도,안산시 상록구,음식,91
02-21,22,금요일,7.7,0.0,0.0,900,경기도,안산시 상록구,음식,76
02-21,23,금요일,7.1,0.0,0.0,400,경기도,안산시 상록구,음식,52
02-22,0,토요일,7.1,4.0,0.0,738,경기도,안산시 상록구,음식,26
02-22,1,토요일,7.2,0.0,0.0,940,경기도,안산시 상록구,음식,26
02-22,2,토요일,7.2,0.0,0.0,1265,경기도,안산시 상록구,음식,19
02-22,10,토요일,5.6,0.0,0.0,474,경기도,안산시 상록구,음식,17
02-22,11,토요일,7.0,0.0,0.0,540,경기도,안산시 상록구,음식,69
02-22,12,토요일,7.7,0.0,0.0,793,경기도,안산시 상록구,음식,68
02-22,13,토요일,7.8,0.0,0.0,1139,경기도,안산시 상록구,음식,59
02-22,14,토요일,7.5,0.0,0.0,688,경기도,안산시 상록구,음식,44
02-22,15,토요일,6.4,0.0,0.0,678,경기도,안산시 상록구,음식,42
02-22,16,토요일,5.9,0.0,0.0,1183,경기도,안산시 상록구,음식,41
02-22,17,토요일,5.3,0.0,0.0,1476,경기도,안산시 상록구,음식,81
02-22,18,토요일,3.7,0.0,0.0,1803,경기도,안산시 상록구,음식,120
02-22,19,토요일,3.2,0.0,0.0,2000,경기도,안산시 상록구,음식,135
02-22,20,토요일,2.7,0.0,0.0,2000,경기도,안산시 상록구,음식,108
02-22,21,토요일,2.5,0.0,0.0,2000,경기도,안산시 상록구,음식,76
02-22,22,토요일,1.9,0.0,0.0,2000,경기도,안산시 상록구,음식,68
02-22,23,토요일,1.1,0.0,0.0,2000,경기도,안산시 상록구,음식,56
02-23,0,일요일,0.6,0.0,0.0,2000,경기도,안산시 상록구,음식,31
02-23,1,일요일,-0.5,0.0,0.0,2000,경기도,안산시 상록구,음식,15
02-23,2,일요일,-0.9,0.0,0.0,2000,경기도,안산시 상록구,음식,15
02-23,10,일요일,3.0,0.0,0.0,1923,경기도,안산시 상록구,음식,24
02-23,11,일요일,5.1,0.0,0.0,2000,경기도,안산시 상록구,음식,49
02-23,12,일요일,5.7,0.0,0.0,1967,경기도,안산시 상록구,음식,75
02-23,13,일요일,6.1,0.0,0.0,2000,경기도,안산시 상록구,음식,85
02-23,14,일요일,6.9,0.0,0.0,1969,경기도,안산시 상록구,음식,64
02-23,15,일요일,7.2,0.0,0.0,1998,경기도,안산시 상록구,음식,61
02-23,16,일요일,7.2,0.0,0.0,2000,경기도,안산시 상록구,음식,70
02-23,17,일요일,6.9,0.0,0.0,1990,경기도,안산시 상록구,음식,93
02-23,18,일요일,5.4,0.0,0.0,2000,경기도,안산시 상록구,음식,119
02-23,19,일요일,3.7,0.0,0.0,2000,경기도,안산시 상록구,음식,112
02-23,20,일요일,2.9,0.0,0.0,2000,경기도,안산시 상록구,음식,106
02-23,21,일요일,1.8,0.0,0.0,2000,경기도,안산시 상록구,음식,70
02-23,22,일요일,1.8,0.0,0.0,2000,경기도,안산시 상록구,음식,50
02-23,23,일요일,1.3,0.0,0.0,2000,경기도,안산시 상록구,음식,47
02-24,0,월요일,0.0,0.0,0.0,2000,경기도,안산시 상록구,음식,27
02-24,1,월요일,0.2,0.0,0.0,1906,경기도,안산시 상록구,음식,23
02-24,2,월요일,0.7,0.0,0.0,1890,경기도,안산시 상록구,음식,26
02-24,10,월요일,5.6,0.0,0.0,1967,경기도,안산시 상록구,음식,8
02-24,11,월요일,7.9,0.0,0.0,2000,경기도,안산시 상록구,음식,41
02-24,12,월요일,9.7,0.0,0.0,1986,경기도,안산시 상록구,음식,49
02-24,13,월요일,10.4,0.0,0.0,1995,경기도,안산시 상록구,음식,42
02-24,14,월요일,11.1,0.0,0.0,1999,경기도,안산시 상록구,음식,23
02-24,15,월요일,13.6,0.0,0.0,2000,경기도,안산시 상록구,음식,36
02-24,16,월요일,12.9,0.0,0.0,2000,경기도,안산시 상록구,음식,18
02-24,17,월요일,12.6,0.0,0.0,2000,경기도,안산시 상록구,음식,32
02-24,18,월요일,12.1,0.0,0.0,1994,경기도,안산시 상록구,음식,70
02-24,19,월요일,9.9,0.0,0.0,2000,경기도,안산시 상록구,음식,83
02-24,20,월요일,8.3,0.0,0.0,2022,경기도,안산시 상록구,음식,69
02-24,21,월요일,7.8,0.0,0.0,1808,경기도,안산시 상록구,음식,59
02-24,22,월요일,7.7,0.0,0.0,1657,경기도,안산시 상록구,음식,39
02-24,23,월요일,7.7,0.0,0.0,1735,경기도,안산시 상록구,음식,25
02-25,0,화요일,8.0,0.0,0.0,1806,경기도,안산시 상록구,음식,19
02-25,1,화요일,7.1,0.0,0.0,828,경기도,안산시 상록구,음식,19
02-25,2,화요일,6.1,0.0,0.0,806,경기도,안산시 상록구,음식,25
02-25,10,화요일,6.2,0.0,0.0,814,경기도,안산시 상록구,음식,16
02-25,11,화요일,6.3,0.0,0.0,650,경기도,안산시 상록구,음식,42
02-25,12,화요일,6.6,8.4,0.0,1353,경기도,안산시 상록구,음식,45
02-25,13,화요일,6.6,0.0,0.0,1572,경기도,안산시 상록구,음식,41
02-25,14,화요일,7.0,0.0,0.0,1590,경기도,안산시 상록구,음식,37
02-25,15,화요일,7.4,3.2,0.0,2000,경기도,안산시 상록구,음식,30
02-25,16,화요일,7.7,0.0,0.0,2000,경기도,안산시 상록구,음식,20
02-25,17,화요일,8.0,0.0,0.0,2000,경기도,안산시 상록구,음식,42
02-25,18,화요일,8.1,0.0,0.0,2000,경기도,안산시 상록구,음식,93
02-25,19,화요일,8.2,0.0,0.0,2000,경기도,안산시 상록구,음식,121
02-25,20,화요일,8.1,0.0,0.0,2000,경기도,안산시 상록구,음식,91
02-25,21,화요일,8.0,0.0,0.0,2000,경기도,안산시 상록구,음식,86
02-25,22,화요일,7.7,0.0,0.0,2000,경기도,안산시 상록구,음식,49
02-25,23,화요일,7.0,0.0,0.0,2000,경기도,안산시 상록구,음식,35
02-26,0,수요일,6.2,0.0,0.0,2000,경기도,안산시 상록구,음식,21
02-26,1,수요일,5.4,0.0,0.0,2000,경기도,안산시 상록구,음식,4
02-26,2,수요일,3.9,0.0,0.0,2000,경기도,안산시 상록구,음식,17
02-26,10,수요일,8.5,0.0,0.0,2000,경기도,안산시 상록구,음식,11
02-26,11,수요일,9.7,0.0,0.0,2000,경기도,안산시 상록구,음식,44
02-26,12,수요일,10.7,0.0,0.0,2000,경기도,안산시 상록구,음식,46
02-26,13,수요일,10.9,0.0,0.0,1962,경기도,안산시 상록구,음식,45
02-26,14,수요일,10.6,0.0,0.0,2000,경기도,안산시 상록구,음식,30
02-26,15,수요일,10.8,0.0,0.0,2000,경기도,안산시 상록구,음식,27
02-26,16,수요일,10.4,0.0,0.0,1996,경기도,안산시 상록구,음식,25
02-26,17,수요일,8.9,0.0,0.0,2000,경기도,안산시 상록구,음식,65
02-26,18,수요일,7.2,0.0,0.0,2000,경기도,안산시 상록구,음식,106
02-26,19,수요일,5.7,0.0,0.0,2000,경기도,안산시 상록구,음식,135
02-26,20,수요일,5.5,0.0,0.0,1462,경기도,안산시 상록구,음식,94
02-26,21,수요일,4.6,0.0,0.0,1341,경기도,안산시 상록구,음식,70
02-26,22,수요일,4.2,0.0,0.0,1108,경기도,안산시 상록구,음식,32
02-26,23,수요일,3.4,0.0,0.0,1248,경기도,안산시 상록구,음식,23
02-27,0,목요일,2.6,0.0,0.0,780,경기도,안산시 상록구,음식,13
02-27,1,목요일,2.4,0.0,0.0,1230,경기도,안산시 상록구,음식,20
02-27,2,목요일,1.8,0.0,0.0,740,경기도,안산시 상록구,음식,15
02-27,10,목요일,6.9,0.0,0.0,2000,경기도,안산시 상록구,음식,11
02-27,11,목요일,8.3,0.0,0.0,2000,경기도,안산시 상록구,음식,29
02-27,12,목요일,9.2,0.0,0.0,2000,경기도,안산시 상록구,음식,50
02-27,13,목요일,9.4,0.0,0.0,1986,경기도,안산시 상록구,음식,42
02-27,14,목요일,9.6,0.0,0.0,2000,경기도,안산시 상록구,음식,27
02-27,15,목요일,10.6,0.0,0.0,1999,경기도,안산시 상록구,음식,32
02-27,16,목요일,10.9,0.0,0.0,2000,경기도,안산시 상록구,음식,27
02-27,17,목요일,10.6,0.0,0.0,2000,경기도,안산시 상록구,음식,49
02-27,18,목요일,8.5,0.0,0.0,2000,경기도,안산시 상록구,음식,93
02-27,19,목요일,6.6,0.0,0.0,1999,경기도,안산시 상록구,음식,117
02-27,20,목요일,5.7,0.0,0.0,1851,경기도,안산시 상록구,음식,84
02-27,21,목요일,4.6,0.0,0.0,1995,경기도,안산시 상록구,음식,75
02-27,22,목요일,4.2,0.0,0.0,2021,경기도,안산시 상록구,음식,54
02-27,23,목요일,3.7,0.0,0.0,1901,경기도,안산시 상록구,음식,41
02-28,0,금요일,3.4,0.0,0.0,1482,경기도,안산시 상록구,음식,23
02-28,1,금요일,3.2,0.0,0.0,1390,경기도,안산시 상록구,음식,11
02-28,2,금요일,3.2,0.0,0.0,1215,경기도,안산시 상록구,음식,17
02-28,10,금요일,4.8,0.0,0.0,1558,경기도,안산시 상록구,음식,11
02-28,11,금요일,3.7,0.0,0.0,758,경기도,안산시 상록구,음식,40
02-28,12,금요일,3.0,2.4,0.0,935,경기도,안산시 상록구,음식,53
02-28,13,금요일,3.6,0.0,0.0,829,경기도,안산시 상록구,음식,53
02-28,14,금요일,4.1,0.0,0.0,679,경기도,안산시 상록구,음식,28
02-28,15,금요일,4.8,2.6,0.0,1253,경기도,안산시 상록구,음식,41
02-28,16,금요일,5.3,0.0,0.0,967,경기도,안산시 상록구,음식,38
02-28,17,금요일,5.5,0.0,0.0,812,경기도,안산시 상록구,음식,73
02-28,18,금요일,5.4,0.2,0.0,876,경기도,안산시 상록구,음식,109
02-28,19,금요일,5.4,0.0,0.0,908,경기도,안산시 상록구,음식,141
02-28,20,금요일,5.5,0.0,0.0,718,경기도,안산시 상록구,음식,150
02-28,21,금요일,5.7,0.0,0.0,667,경기도,안산시 상록구,음식,93
02-28,22,금요일,5.6,0.0,0.0,532,경기도,안산시 상록구,음식,70
02-28,23,금요일,5.6,0.0,0.0,582,경기도,안산시 상록구,음식,56
02-29,0,토요일,5.2,0.0,0.0,534,경기도,안산시 상록구,음식,33
02-29,1,토요일,5.4,0.0,0.0,690,경기도,안산시 상록구,음식,16
02-29,2,토요일,5.2,0.0,0.0,515,경기도,안산시 상록구,음식,25
02-29,10,토요일,6.9,0.0,0.0,845,경기도,안산시 상록구,음식,29
02-29,11,토요일,7.1,0.0,0.0,1138,경기도,안산시 상록구,음식,61
02-29,12,토요일,9.4,0.0,0.0,1778,경기도,안산시 상록구,음식,76
02-29,13,토요일,11.4,0.0,0.0,1800,경기도,안산시 상록구,음식,72
02-29,14,토요일,12.0,0.0,0.0,1915,경기도,안산시 상록구,음식,69
02-29,15,토요일,12.4,0.0,0.0,1876,경기도,안산시 상록구,음식,51
02-29,16,토요일,11.7,0.0,0.0,1786,경기도,안산시 상록구,음식,58
02-29,17,토요일,11.1,0.0,0.0,1887,경기도,안산시 상록구,음식,100
02-29,18,토요일,9.3,0.0,0.0,1886,경기도,안산시 상록구,음식,119
02-29,19,토요일,7.1,0.0,0.0,1783,경기도,안산시 상록구,음식,141
02-29,20,토요일,6.0,0.0,0.0,1242,경기도,안산시 상록구,음식,93
02-29,21,토요일,5.4,0.0,0.0,883,경기도,안산시 상록구,음식,87
02-29,22,토요일,4.6,0.0,0.0,714,경기도,안산시 상록구,음식,69
02-29,23,토요일,3.9,0.0,0.0,545,경기도,안산시 상록구,음식,51
03-01,0,일요일,3.4,0.0,0.0,637,경기도,안산시 상록구,음식,28
03-01,1,일요일,3.1,0.0,0.0,561,경기도,안산시 상록구,음식,13
03-01,2,일요일,1.5,0.0,0.0,316,경기도,안산시 상록구,음식,23
03-01,10,일요일,4.1,0.0,0.0,581,경기도,안산시 상록구,음식,26
03-01,11,일요일,6.2,0.0,0.0,693,경기도,안산시 상록구,음식,46
03-01,12,일요일,8.6,0.0,0.0,889,경기도,안산시 상록구,음식,93
03-01,13,일요일,9.6,0.0,0.0,784,경기도,안산시 상록구,음식,81
03-01,14,일요일,9.7,0.0,0.0,740,경기도,안산시 상록구,음식,79
03-01,15,일요일,7.9,0.0,0.0,900,경기도,안산시 상록구,음식,88
03-01,16,일요일,6.4,0.0,0.0,1202,경기도,안산시 상록구,음식,104
03-01,17,일요일,6.2,0.0,0.0,1155,경기도,안산시 상록구,음식,113
03-01,18,일요일,5.9,0.0,0.0,960,경기도,안산시 상록구,음식,151
03-01,19,일요일,5.5,0.0,0.0,789,경기도,안산시 상록구,음식,138
03-01,20,일요일,5.1,0.0,0.0,797,경기도,안산시 상록구,음식,122
03-01,21,일요일,5.1,0.0,0.0,742,경기도,안산시 상록구,음식,83
03-01,22,일요일,5.2,0.0,0.0,592,경기도,안산시 상록구,음식,56
03-01,23,일요일,4.9,0.0,0.0,585,경기도,안산시 상록구,음식,39
03-02,0,월요일,4.9,0.0,0.0,670,경기도,안산시 상록구,음식,29
03-02,1,월요일,4.6,0.0,0.0,1149,경기도,안산시 상록구,음식,17
03-02,2,월요일,3.6,0.0,0.0,1074,경기도,안산시 상록구,음식,23
03-02,10,월요일,3.3,0.0,0.0,1771,경기도,안산시 상록구,음식,22
03-02,11,월요일,4.0,0.0,0.0,1879,경기도,안산시 상록구,음식,55
03-02,12,월요일,4.9,0.0,0.0,1815,경기도,안산시 상록구,음식,58
03-02,13,월요일,6.0,0.0,0.0,1816,경기도,안산시 상록구,음식,50
03-02,14,월요일,5.9,0.0,0.0,1841,경기도,안산시 상록구,음식,43
03-02,15,월요일,5.6,0.0,0.0,2000,경기도,안산시 상록구,음식,32
03-02,16,월요일,6.4,0.0,0.0,1872,경기도,안산시 상록구,음식,23
03-02,17,월요일,5.5,0.0,0.0,1989,경기도,안산시 상록구,음식,46
03-02,18,월요일,4.5,0.0,0.0,2000,경기도,안산시 상록구,음식,88
03-02,19,월요일,3.8,0.0,0.0,2000,경기도,안산시 상록구,음식,96
03-02,20,월요일,3.0,0.0,0.0,1996,경기도,안산시 상록구,음식,82
03-02,21,월요일,2.5,0.0,0.0,1961,경기도,안산시 상록구,음식,63
03-02,22,월요일,1.9,0.0,0.0,1969,경기도,안산시 상록구,음식,38
03-02,23,월요일,1.7,0.0,0.0,1811,경기도,안산시 상록구,음식,26
03-03,0,화요일,0.6,0.0,0.0,1480,경기도,안산시 상록구,음식,12
03-03,1,화요일,0.1,0.0,0.0,1283,경기도,안산시 상록구,음식,10
03-03,2,화요일,-0.5,0.0,0.0,1022,경기도,안산시 상록구,음식,19
03-03,9,화요일,4.3,0.0,0.0,1006,경기도,안산시 상록구,음식,1
03-03,10,화요일,6.7,0.0,0.0,1259,경기도,안산시 상록구,음식,15
03-03,11,화요일,7.8,0.0,0.0,1448,경기도,안산시 상록구,음식,37
03-03,12,화요일,8.9,0.0,0.0,1568,경기도,안산시 상록구,음식,54
03-03,13,화요일,10.0,0.0,0.0,1458,경기도,안산시 상록구,음식,47
03-03,14,화요일,10.3,0.0,0.0,1445,경기도,안산시 상록구,음식,21
03-03,15,화요일,10.4,0.0,0.0,1437,경기도,안산시 상록구,음식,26
03-03,16,화요일,9.7,0.0,0.0,1190,경기도,안산시 상록구,음식,25
